Dates,AI for Alpha
2001-01-30,1.2570500972054128
2001-01-31,1.2567501053657841
2001-02-01,1.26668846597652
2001-02-02,1.2714138380500333
2001-02-05,1.267737043409506
2001-02-06,1.264974318571642
2001-02-07,1.270795466865097
2001-02-08,1.2676534114310338
2001-02-09,1.2683955102820743
2001-02-13,1.266760693603963
2001-02-14,1.2607579657033194
2001-02-15,1.2552306902435137
2001-02-16,1.256530233031642
2001-02-20,1.253181780835263
2001-02-21,1.2490312958578225
2001-02-22,1.2482142928850335
2001-02-23,1.2513249618505673
2001-02-26,1.256041927216299
2001-02-27,1.258059204961412
2001-02-28,1.2554771088324483
2001-03-01,1.2570443216944809
2001-03-02,1.2515182676201424
2001-03-05,1.2539781333126212
2001-03-06,1.254476027087899
2001-03-07,1.2591261841731938
2001-03-08,1.2619372968209668
2001-03-09,1.262858708326828
2001-03-12,1.2598077644556043
2001-03-13,1.2533083774412266
2001-03-14,1.2472461503875023
2001-03-15,1.2485916983914265
2001-03-16,1.2471130589494313
2001-03-19,1.246732575918187
2001-03-21,1.250477698057808
2001-03-22,1.2487723310147512
2001-03-23,1.2524541090387495
2001-03-26,1.254692081779074
2001-03-27,1.2524187135395282
2001-03-28,1.244649164695308
2001-03-29,1.2403115269284766
2001-03-30,1.2406515459232783
2001-04-02,1.2323730986332395
2001-04-03,1.2328296908547212
2001-04-04,1.2379283818816007
2001-04-05,1.2442498117480634
2001-04-06,1.2473824391666621
2001-04-09,1.246528435050845
2001-04-10,1.253739145582408
2001-04-11,1.2554547864790788
2001-04-12,1.2571621397010813
2001-04-17,1.2578388797941185
2001-04-18,1.2660249851696395
2001-04-19,1.2675630744099475
2001-04-20,1.2600776358190422
2001-04-23,1.2600416596792074
2001-04-24,1.2570657580969775
2001-04-25,1.2588338957824219
2001-04-26,1.2696665893657133
2001-04-27,1.2686578783065168
2001-05-02,1.2723783295117344
2001-05-08,1.273977973486634
2001-05-09,1.2803332692969487
2001-05-10,1.2782278826096274
2001-05-11,1.272017673277625
2001-05-14,1.269260236540847
2001-05-15,1.2681165555600846
2001-05-16,1.2735589775419238
2001-05-17,1.2817275762025413
2001-05-18,1.295864999793454
2001-05-21,1.2978439182758772
2001-05-22,1.2969853297930398
2001-05-23,1.2938116624487765
2001-05-24,1.2856050416667568
2001-05-25,1.281918530399902
2001-05-29,1.2783576319376433
2001-05-30,1.2681879358944412
2001-05-31,1.269549549434057
2001-06-01,1.2703382474759857
2001-06-04,1.2726164097675585
2001-06-05,1.2763755787443036
2001-06-06,1.2738488076188046
2001-06-07,1.2738975880300596
2001-06-08,1.276452473762922
2001-06-11,1.2760808311282614
2001-06-12,1.274305899926714
2001-06-13,1.2727131714659452
2001-06-14,1.2698797382506977
2001-06-15,1.2659432025930086
2001-06-18,1.2578823604527707
2001-06-19,1.2577658045087985
2001-06-20,1.254045418261128
2001-06-21,1.258340178756413
2001-06-22,1.2610092450526127
2001-06-25,1.2604417961027048
2001-06-26,1.256059432586614
2001-06-27,1.2508274394602739
2001-06-28,1.2474678290660235
2001-06-29,1.249945577092136
2001-07-02,1.2507906738314134
2001-07-03,1.2479026463179053
2001-07-05,1.2442760753549396
2001-07-06,1.243904140771139
2001-07-09,1.2402058595544334
2001-07-10,1.2395250702241212
2001-07-11,1.236716204737168
2001-07-12,1.244242827772075
2001-07-13,1.2432669271312802
2001-07-16,1.241351470717579
2001-07-17,1.238786504643275
2001-07-18,1.236166645676908
2001-07-19,1.2355918419661336
2001-07-23,1.2374054732675237
2001-07-24,1.2357719430072407
2001-07-25,1.2368667263917321
2001-07-26,1.2399977914413607
2001-07-27,1.244472519741444
2001-07-30,1.242557549941814
2001-07-31,1.245763107112183
2001-08-01,1.2478890762207235
2001-08-02,1.2523958128687218
2001-08-03,1.2501934158889216
2001-08-06,1.2482173288763139
2001-08-07,1.248405077648329
2001-08-08,1.248858934353974
2001-08-09,1.253854628025934
2001-08-10,1.2573987337474393
2001-08-13,1.2595574404631074
2001-08-14,1.2624267957800506
2001-08-15,1.257469501352807
2001-08-16,1.256282463517934
2001-08-17,1.2567937603342216
2001-08-20,1.2530983540149587
2001-08-21,1.2519917168497299
2001-08-22,1.2521985684938843
2001-08-23,1.2523682385911303
2001-08-24,1.2523134579546962
2001-08-28,1.253457986409794
2001-08-29,1.253820425695615
2001-08-30,1.2516935523244195
2001-08-31,1.251274433544362
2001-09-04,1.2417858801798218
2001-09-05,1.2418357132427773
2001-09-06,1.2434706072853021
2001-09-07,1.2445839867592268
2001-09-10,1.2404619343364358
2001-09-17,1.2506621157682312
2001-09-18,1.2444188890175814
2001-09-19,1.2406391264821452
2001-09-20,1.2286749775809946
2001-09-21,1.2264074265675726
2001-09-25,1.216194005103623
2001-09-26,1.2213164327608415
2001-09-27,1.2258022975360547
2001-09-28,1.2313326872857404
2001-10-01,1.2332493146696066
2001-10-02,1.2334516869350194
2001-10-03,1.2325797822333762
2001-10-04,1.2401301593759058
2001-10-05,1.2395470906446298
2001-10-09,1.2372305448998724
2001-10-10,1.2436122144042536
2001-10-11,1.25464610726828
2001-10-12,1.2500416694227692
2001-10-15,1.248315710329981
2001-10-16,1.2519739316703802
2001-10-17,1.2522639403061433
2001-10-18,1.2458673921086363
2001-10-19,1.2473728307060228
2001-10-22,1.251763084711317
2001-10-23,1.2536565153925314
2001-10-24,1.2597792949332336
2001-10-25,1.260960356137596
2001-10-26,1.2629856755023614
2001-10-29,1.2593631973186705
2001-10-30,1.2521658565322664
2001-10-31,1.2517696514685737
2001-11-01,1.2526803933779243
2001-11-02,1.2517418472413835
2001-11-05,1.258880345444841
2001-11-06,1.261333016486637
2001-11-07,1.2621599558512395
2001-11-08,1.27107359625233
2001-11-09,1.2771115948369285
2001-11-13,1.2794115867951998
2001-11-14,1.2725407269885889
2001-11-15,1.2630684522640143
2001-11-16,1.2665834754518428
2001-11-19,1.2742997260442654
2001-11-20,1.2734005671372748
2001-11-21,1.2717478167072906
2001-11-26,1.2813355333472138
2001-11-27,1.282711805230959
2001-11-28,1.2725723254524683
2001-11-29,1.2672812901409394
2001-11-30,1.2735295216891105
2001-12-03,1.280243447005435
2001-12-04,1.2820825807310727
2001-12-05,1.2894021002020513
2001-12-06,1.2871520310105016
2001-12-07,1.2871456189819177
2001-12-10,1.279514476722413
2001-12-11,1.2780234336306573
2001-12-12,1.2852791410979998
2001-12-13,1.2766805764939595
2001-12-14,1.2831457417022942
2001-12-17,1.2825714139745499
2001-12-18,1.287845251793501
2001-12-19,1.2853133145861835
2001-12-20,1.2830694116673795
2001-12-21,1.2841316439308181
2001-12-27,1.2929166207917246
2001-12-28,1.2913661480768408
2002-01-04,1.311353678206212
2002-01-07,1.3142997985209157
2002-01-08,1.3111562403801542
2002-01-09,1.3118139801419952
2002-01-10,1.3155013434785323
2002-01-11,1.3124317284649907
2002-01-15,1.3032089240169153
2002-01-16,1.3031880513289436
2002-01-17,1.296491210713549
2002-01-18,1.2948241222757089
2002-01-22,1.2933100261044115
2002-01-23,1.2941379931075414
2002-01-24,1.2936487508148482
2002-01-25,1.2950446701824727
2002-01-28,1.2968909073036081
2002-01-29,1.2947907952553248
2002-01-30,1.2910057209810246
2002-01-31,1.2958437950845294
2002-02-01,1.301774878598213
2002-02-04,1.3017600304058348
2002-02-05,1.3063127471887968
2002-02-06,1.3020255630331343
2002-02-07,1.3010048089517448
2002-02-08,1.3097949766533965
2002-02-12,1.3127510596529612
2002-02-13,1.3169134317269695
2002-02-14,1.3226204518317497
2002-02-15,1.321412432223427
2002-02-19,1.3088013898069046
2002-02-20,1.3052428868131156
2002-02-21,1.3104130986617428
2002-02-22,1.3099578887852685
2002-02-25,1.3116876949726433
2002-02-26,1.3178401927749173
2002-02-27,1.3251581473644545
2002-02-28,1.328490988993668
2002-03-01,1.3369695061349962
2002-03-04,1.34714088682954
2002-03-05,1.3515355427946094
2002-03-06,1.3540323449727498
2002-03-07,1.3551191223753811
2002-03-08,1.357752029545134
2002-03-11,1.3646676095460062
2002-03-12,1.3634368720487322
2002-03-13,1.3608485678057352
2002-03-14,1.3617123566519351
2002-03-15,1.3645204287897903
2002-03-18,1.3743474554869388
2002-03-19,1.3761829323780137
2002-03-20,1.3677645078390803
2002-03-22,1.373645809822198
2002-03-25,1.3666621235911882
2002-03-26,1.3728715020724964
2002-03-27,1.3809271169247124
2002-03-28,1.384624663733094
2002-04-02,1.400417670047703
2002-04-03,1.3987674084179864
2002-04-04,1.3919176177516819
2002-04-05,1.391159158150552
2002-04-08,1.389080242204028
2002-04-09,1.3845946212897031
2002-04-10,1.387146669394271
2002-04-11,1.3848113168902776
2002-04-12,1.380082620849938
2002-04-15,1.3874556437847763
2002-04-16,1.387653843700745
2002-04-17,1.3951627082103142
2002-04-18,1.3965662839821358
2002-04-19,1.3960261853368205
2002-04-22,1.3985755163063043
2002-04-23,1.3990679466028424
2002-04-24,1.3997976049132521
2002-04-25,1.400298845964419
2002-04-26,1.4040374467479424
2002-04-30,1.4002289464847206
2002-05-02,1.3944563765741487
2002-05-07,1.3969690567922621
2002-05-08,1.3976532256722103
2002-05-09,1.3975851079671522
2002-05-10,1.4001146282061017
2002-05-13,1.4005158275400442
2002-05-14,1.4025206132671733
2002-05-15,1.3976451100989256
2002-05-16,1.400696572219125
2002-05-17,1.3989207530481147
2002-05-20,1.4021793867995336
2002-05-21,1.399043411024876
2002-05-22,1.400446485375822
2002-05-23,1.3975099245828186
2002-05-24,1.3975515832323402
2002-05-28,1.3941966601355666
2002-05-29,1.398689878769367
2002-05-30,1.3929458377721635
2002-05-31,1.3944634853447715
2002-06-05,1.3920678787866354
2002-06-06,1.3928339636247045
2002-06-07,1.3915390983139537
2002-06-10,1.3910106266514666
2002-06-11,1.389673941428537
2002-06-12,1.3936581924820701
2002-06-13,1.4010929669711722
2002-06-14,1.40693629501289
2002-06-17,1.407233166499618
2002-06-18,1.4075048122430345
2002-06-19,1.4080721511925354
2002-06-20,1.405117747221853
2002-06-21,1.405389701881505
2002-06-24,1.4083535252492279
2002-06-25,1.4027121695102045
2002-06-26,1.4092318071893493
2002-06-27,1.4081999649683963
2002-06-28,1.4069137475527678
2002-07-01,1.4037279248487582
2002-07-02,1.4044380635400642
2002-07-03,1.4025890690876752
2002-07-05,1.4019690901222486
2002-07-08,1.4010671490197026
2002-07-09,1.4054316694648141
2002-07-10,1.410704017429773
2002-07-11,1.4116774028548829
2002-07-12,1.414653214408607
2002-07-15,1.413347926584645
2002-07-16,1.412577979090143
2002-07-17,1.417463918456826
2002-07-18,1.4187090051079339
2002-07-19,1.423539162620242
2002-07-22,1.4172863214958515
2002-07-23,1.407019361301897
2002-07-24,1.4078294792281647
2002-07-25,1.41002394437457
2002-07-26,1.4042965720121119
2002-07-29,1.4005998237801702
2002-07-30,1.404668472607005
2002-07-31,1.4072066464080393
2002-08-01,1.4051580419501861
2002-08-02,1.4133068628591083
2002-08-05,1.4070717124604681
2002-08-06,1.4072007827692974
2002-08-07,1.418999617047327
2002-08-08,1.4246778135975924
2002-08-09,1.4340086973905695
2002-08-12,1.4343239906097491
2002-08-13,1.4344177808153669
2002-08-14,1.438799262695375
2002-08-15,1.4452330985711992
2002-08-16,1.4435583765715225
2002-08-19,1.4443915658535669
2002-08-20,1.4489393577515566
2002-08-21,1.4511669314810467
2002-08-22,1.45146880507163
2002-08-23,1.4499452167200302
2002-08-27,1.4548509039884756
2002-08-28,1.4459721188508616
2002-08-29,1.448396675266657
2002-08-30,1.4508297420844685
2002-09-03,1.4384885039550301
2002-09-04,1.440595112261258
2002-09-05,1.4449482949107684
2002-09-06,1.4495005640225638
2002-09-09,1.4525569499502293
2002-09-10,1.456414233742802
2002-09-11,1.455016732520256
2002-09-12,1.450793042708002
2002-09-13,1.4516363619002026
2002-09-17,1.4509235338826767
2002-09-18,1.4452211155296057
2002-09-19,1.446362775445879
2002-09-20,1.4446890560427834
2002-09-24,1.444191561168366
2002-09-25,1.4424557815517791
2002-09-26,1.4462714889611692
2002-09-27,1.4445397406316012
2002-09-30,1.4425787967476669
2002-10-01,1.4461300363449716
2002-10-02,1.4429358643373897
2002-10-03,1.4340613852351327
2002-10-04,1.423891961494737
2002-10-07,1.4154888228707547
2002-10-08,1.4140102538481116
2002-10-09,1.4048297276057102
2002-10-10,1.4170453431844932
2002-10-11,1.4440501034907287
2002-10-15,1.4674559739048383
2002-10-16,1.4582056742681762
2002-10-17,1.4729845214655164
2002-10-18,1.4754097888275488
2002-10-21,1.4788932220627264
2002-10-22,1.4677331200478951
2002-10-23,1.4649290531535817
2002-10-24,1.4612282775906154
2002-10-25,1.467456443668337
2002-10-28,1.4721945382428114
2002-10-29,1.4610867046128535
2002-10-30,1.469910693066589
2002-10-31,1.4733047118295073
2002-11-01,1.4760647854134552
2002-11-05,1.484535545277147
2002-11-06,1.4837750498728668
2002-11-07,1.4771669691948195
2002-11-08,1.4762031091122634
2002-11-12,1.4759843137680877
2002-11-13,1.4641459849535963
2002-11-14,1.463393599435386
2002-11-15,1.472563784207181
2002-11-18,1.4837245135131705
2002-11-19,1.4801008464638272
2002-11-20,1.4863976277091009
2002-11-21,1.4936559406269612
2002-11-22,1.5016307241530884
2002-11-25,1.4966143561756295
2002-11-26,1.4973672104302789
2002-11-27,1.5029014727222056
2002-11-29,1.5078713650639441
