Dates,SGBVRVG1 Index,SGBVRZ1  Index,SGBVRES1 Index,SGBVRNK1 Index,SGBVRGX1 Index,SGIXTY10 Index,SGIXRX Index,SGIXGILT Index,SGIXJB10 Index,SGICCLSR Index,SGICGCSR Index,SGICSISR Index,NDUEEGF Index
2007-01-01,0.0,0.04615384615384616,0.0,0.0,0.0,0.26495726495726496,0.4504273504273504,0.0,0.23076923076923078,0.0,0.007692307692307693,0.0,0.0
2007-01-02,0.0,0.04615384615384616,0.0,0.0,0.0,0.2602089268755935,0.44235517568850913,0.0,0.23076923076923078,0.0,0.007692307692307693,0.01282051282051282,0.0
2007-01-03,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-04,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-05,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-08,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-09,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-10,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-11,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-12,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-15,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-16,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-17,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-18,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-19,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-22,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-23,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-24,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-25,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-26,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-29,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-30,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-01-31,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-01,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-02,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-05,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-06,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-07,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-08,0.0,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-09,0.0,0.030769230769230774,0.0,0.0,0.0,0.2564102564102564,0.435897435897436,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-12,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-13,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-14,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-15,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-16,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-19,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-20,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-21,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-22,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-23,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-26,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-27,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.26780626780626776,0.45527065527065536,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-03-01,0.015384615384615387,0.0,0.0,0.0,0.0,0.2621082621082621,0.44558404558404563,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-03-02,0.04615384615384616,0.0,0.0,0.0,0.0,0.25071225071225073,0.4262108262108263,0.0,0.23076923076923078,0.0,0.007692307692307693,0.038461538461538464,0.0
2007-03-05,0.04615384615384616,0.0,0.0,0.0,0.0,0.251661918328585,0.42782526115859454,0.0,0.23076923076923078,0.0,0.005128205128205128,0.038461538461538464,0.0
2007-03-06,0.04615384615384616,0.0,0.0,0.0,0.0,0.25356125356125353,0.43105413105413104,0.0,0.23076923076923078,0.0,0.0,0.038461538461538464,0.0
2007-03-07,0.04615384615384616,0.015384615384615387,0.0,0.0,0.0,0.2526115859449193,0.4294396961063628,0.0,0.23076923076923078,0.0,0.0,0.02564102564102564,0.0
2007-03-08,0.04615384615384616,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108262,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-09,0.04615384615384616,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108262,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-12,0.04615384615384616,0.04615384615384616,0.0,0.0,0.0,0.25071225071225073,0.4262108262108262,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-13,0.04615384615384616,0.04615384615384616,0.04358974358974359,0.0,0.0,0.2345679012345679,0.39876543209876547,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-14,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-15,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-16,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-19,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-20,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-21,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-22,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-23,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-26,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-27,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-28,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-29,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-03-30,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-02,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-03,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-04,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-05,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-06,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-09,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-10,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-11,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-12,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-13,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-16,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-17,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-18,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-19,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-20,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-23,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-24,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-25,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-26,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-27,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-04-30,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-01,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-02,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-03,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-04,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-07,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-08,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-09,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-10,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-11,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-14,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-15,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-16,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-17,0.04615384615384616,0.04615384615384616,0.13076923076923078,0.0,0.0,0.20227920227920224,0.34387464387464384,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-18,0.04615384615384616,0.030769230769230774,0.13076923076923078,0.0,0.0,0.20797720797720798,0.35356125356125356,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-21,0.04615384615384616,0.0,0.13076923076923078,0.0,0.0,0.21937321937321935,0.372934472934473,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-22,0.030769230769230774,0.0,0.13076923076923078,0.0,0.0,0.22507122507122504,0.38262108262108263,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-23,0.0,0.0,0.13076923076923078,0.0,0.0,0.23646723646723644,0.401994301994302,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-24,0.0,0.0,0.13076923076923078,0.0,0.0,0.23646723646723644,0.401994301994302,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
2007-05-25,0.0,0.0,0.13076923076923078,0.0,0.0,0.23646723646723644,0.401994301994302,0.0,0.23076923076923078,0.0,0.0,0.0,0.0
