Dates,IND1BTY Index,IND1BRX Index,SGIXBGB Index,IND1BJB Index,SPROLL,IND1CJE1 Index,IND1CEE1 Index,SGBVRZ1 Index,EM Index,OILROLL,GOLDROLL,SILVERROLL
1995-01-31,2024.226,1050.534,1123.618,1318.715,1000.0,494.498,1048.1,1160.215,1000.0,1000.0,1000.0,1000.0
1995-02-01,2018.628,1049.721,1125.341,1319.934,999.37,496.08,1060.73,1171.261,1011.979682,1007.069033,1002.647205,1001.50061
1995-02-02,2014.895,1047.512,1124.652,1317.009,1005.19,492.915,1057.64,1177.85,1007.384282,1008.156577,1003.70536,1010.507194
1995-02-03,2042.266,1051.348,1121.551,1318.593,1018.74,490.805,1076.44,1187.539,1028.725209,1021.207099,1002.912653,1001.930609
1995-02-06,2036.668,1051.581,1122.585,1320.421,1022.34,493.97,1082.11,1189.477,1038.914037,1010.875435,1001.587232,1009.006585
1995-02-07,2037.29,1055.3,1130.51,1322.858,1022.87,490.805,1084.42,1192.578,1031.38902,1003.806402,998.940027,999.7864629
1995-02-08,2036.046,1054.952,1128.787,1322.493,1021.5,483.948,1081.85,1193.74,1021.321371,995.6259762,1001.587232,1011.510526
1995-02-09,2028.581,1056.23,1129.821,1323.102,1022.13,481.047,1101.17,1206.143,1011.301441,993.2203426,1002.912653,1019.88235
1995-02-10,2023.604,1052.278,1121.551,1322.371,1024.25,483.948,1100.39,1210.406,1011.549659,1005.92849,1001.85268,1020.136839
1995-02-13,2024.848,1048.674,1112.592,1323.468,1023.61,485.795,1099.62,1194.515,1003.051332,998.5753816,1000.529077,1013.332904
1995-02-14,2036.046,1049.721,1113.281,1324.93,1024.35,480.52,1101.42,1190.252,993.241734,1003.518617,1001.85268,1019.698064
1995-02-15,2044.133,1055.184,1122.585,1328.586,1030.92,475.245,1103.23,1191.802,978.8945946,1007.363709,1002.381758,1013.97059
1995-02-16,2050.353,1052.743,1120.517,1328.22,1029.86,472.08,1095.76,1179.981,968.0931174,1013.955219,1002.381758,1013.543516
1995-02-17,2048.487,1052.976,1119.828,1328.829,1025.94,476.828,1094.21,1179.787,978.4673796,1028.785454,1007.677986,1023.304793
1995-02-21,2045.999,1050.302,1113.626,1331.998,1025.84,479.465,1085.97,1173.199,959.0971698,1023.842219,1007.677986,1016.515484
1995-02-22,2062.173,1049.721,1117.845,1333.46,1031.55,479.465,1080.82,1169.323,948.7135992,1023.293148,1010.059744,1037.307561
1995-02-23,2059.681,1057.16,1127.141,1344.062,1034.94,470.234,1098.33,1182.888,969.5373926,1012.307474,1008.736141,1030.518252
1995-02-24,2063.112,1053.324,1117.418,1341.259,1034.94,463.641,1094.98,1173.199,975.5737234,1026.588638,1001.323603,992.540828
1995-02-27,2073.257,1059.95,1118.794,1349.058,1027.0,445.444,1085.45,1168.935,960.6175891,1024.940893,1000.794525,963.2599214
1995-02-28,2077.008,1057.277,1121.202,1347.474,1034.63,448.345,1085.2,1166.997,970.208875,1015.603494,1001.587232,968.5632465
1995-03-01,2076.382,1061.229,1128.083,1346.864,1029.54,438.059,1097.05,1178.625,967.6961427,1006.266095,996.0273738,938.22343
1995-03-02,2067.631,1056.812,1126.019,1347.506,1030.18,448.608,1093.7,1175.912,957.0490236,1007.91384,1000.794525,942.4678451
1995-03-03,2061.38,1053.902,1121.202,1351.609,1028.91,450.454,1081.85,1172.423,952.6351184,1023.293678,1000.26363,937.799281
1995-03-06,2057.004,1057.048,1117.418,1356.361,1029.65,449.665,1064.08,1161.571,938.2183376,1021.096331,1006.618013,955.4087773
1995-03-07,2053.878,1050.167,1105.033,1365.209,1021.28,447.954,1054.03,1152.269,925.1331469,1023.293678,1020.386754,996.147557
1995-03-08,2062.005,1053.319,1112.258,1365.577,1023.83,438.422,1046.82,1161.571,905.9596722,1007.555566,1008.488875,967.9284856
1995-03-09,2072.007,1053.553,1111.225,1359.802,1023.69,440.523,1022.6,1157.308,895.8246771,992.6818707,1012.554226,981.2935667
1995-03-10,2078.258,1057.756,1117.418,1361.891,1040.09,429.753,1032.24,1172.811,925.468725,986.6224724,1014.399633,977.6868376
1995-03-13,2082.634,1057.289,1116.73,1369.51,1037.99,432.117,1023.78,1165.838,929.7881758,998.9622757,1022.293978,1004.633462
1995-03-14,2096.386,1065.579,1128.427,1366.192,1045.03,427.389,1039.27,1184.618,944.1856271,989.0387058,1023.606672,1001.450882
1995-03-15,2095.761,1064.061,1129.803,1368.281,1042.29,438.947,1033.39,1180.119,941.4308454,997.8593624,1024.921184,1010.360936
1995-03-16,2097.636,1073.402,1138.404,1372.705,1049.54,432.117,1030.32,1199.271,945.5315941,999.5134674,1020.454025,1009.936787
1995-03-17,2090.135,1073.869,1131.523,1378.972,1049.96,426.601,1012.7,1195.595,948.8396666,1003.924061,1016.514125,1004.633462
1995-03-20,2088.26,1074.102,1134.964,1378.112,1050.8,425.025,1023.68,1215.716,945.3036744,1018.257694,1014.674172,997.630616
1995-03-22,2078.883,1071.884,1131.867,1383.642,1049.12,422.135,1016.78,1222.293,947.8468476,1045.271915,1014.41236,990.8413068
1995-03-23,2078.883,1073.285,1134.276,1392.859,1049.12,414.78,987.4,1219.972,950.7002133,1043.066618,1015.988684,996.147557
1995-03-24,2095.136,1075.62,1137.716,1389.172,1061.83,414.78,993.02,1226.936,962.5262658,1035.348345,1011.259713,980.6588058
1995-03-27,2100.762,1073.635,1135.652,1384.502,1066.35,422.135,994.56,1229.645,965.9038599,1051.336083,1010.734272,981.2935667
1995-03-28,2087.009,1074.336,1132.899,1397.529,1066.04,438.159,982.55,1217.65,967.5560814,1050.2337,1012.836037,1009.302026
1995-03-29,2088.26,1073.635,1128.427,1399.003,1064.04,433.693,986.13,1227.71,971.9413151,1059.606078,1011.521525,1013.119367
1995-03-30,2083.259,1074.453,1137.028,1398.88,1063.93,434.744,1005.8,1241.253,971.1966945,1055.747207,1020.979466,1111.144588
1995-03-31,2078.258,1070.95,1131.179,1405.885,1059.73,423.449,991.24,1221.132,970.5892178,1056.84959,1035.955448,1126.633339
1995-04-03,2088.885,1079.123,1137.716,1420.509,1060.15,405.323,992.77,1226.162,964.2281135,1049.131317,1037.531772,1124.509669
1995-04-04,2091.385,1081.808,1139.78,1421.738,1066.88,412.153,1010.91,1242.413,979.6253623,1057.400782,1038.057213,1123.874908
1995-04-05,2091.385,1083.793,1141.156,1411.906,1069.19,418.72,1009.38,1243.574,992.9875849,1078.350305,1043.575254,1146.78773
1995-04-06,2097.011,1081.808,1138.404,1417.314,1070.66,415.043,1016.78,1249.765,996.4178965,1089.927449,1041.735301,1149.97031
1995-04-07,2094.511,1079.707,1141.156,1419.894,1068.66,414.255,1014.23,1251.699,992.6034477,1084.414473,1039.633537,1144.029298
1995-04-10,2092.635,1077.021,1135.996,1409.694,1070.87,427.126,1015.76,1249.765,983.4867964,1080.65948,1031.490108,1114.944378
1995-04-11,2097.011,1074.453,1137.028,1408.22,1067.3,428.702,1017.29,1242.026,977.329641,1096.247604,1032.54099,1133.700539
1995-04-12,2099.512,1077.955,1141.844,1403.919,1071.39,430.804,1017.29,1251.699,976.7221475,1077.98408,1031.751919,1132.30816
1995-04-13,2108.263,1081.341,1147.005,1419.28,1076.02,432.643,1016.78,1253.247,977.4904129,1057.149035,1030.964666,1141.434677
1995-04-18,2110.139,1083.56,1146.661,1440.662,1066.77,426.338,1001.97,1245.315,983.6533284,1103.73904,1045.151578,1244.438529
1995-04-19,2108.888,1078.306,1137.372,1429.725,1064.46,431.329,997.37,1230.419,986.0878744,1110.949581,1044.100696,1230.172497
1995-04-20,2113.889,1078.656,1142.188,1434.149,1065.83,438.422,1001.2,1233.514,991.2484056,1119.823767,1037.006331,1207.935389
1995-04-21,2115.14,1079.94,1144.941,1427.145,1072.13,446.565,1016.78,1243.574,1001.702521,1132.025772,1031.751919,1205.838045
1995-04-24,2116.39,1081.925,1145.285,1433.166,1082.0,442.625,1011.16,1244.735,1009.836166,1115.941046,1032.802801,1202.272269
1995-04-25,2115.14,1080.991,1140.812,1430.954,1078.64,443.938,1028.02,1247.83,1018.325886,1125.370133,1030.701037,1213.180211
1995-04-26,2113.889,1084.027,1144.597,1435.87,1080.32,443.413,1034.41,1250.539,1016.65791,1117.605221,1019.403142,1181.921892
1995-04-27,2110.139,1083.793,1141.5,1431.323,1082.63,445.252,1034.92,1246.283,1010.734801,1133.135046,1024.395743,1218.21442
1995-04-28,2106.388,1084.26,1138.404,1428.496,1085.68,441.837,1036.2,1246.283,1009.135566,1130.361598,1020.717654,1213.180211
1995-05-02,2110.139,1082.859,1139.436,1426.653,1085.47,449.717,1042.33,1260.599,1015.503622,1114.276871,1026.233878,1250.312261
1995-05-09,2169.524,1098.622,1154.573,1439.065,1101.86,447.353,1048.46,1265.629,1050.257558,1089.137231,1010.325192,1153.811052
1995-05-10,2162.648,1098.972,1164.894,1440.171,1103.85,444.201,1056.89,1279.945,1050.568782,1095.613733,1010.06338,1142.274199
1995-05-11,2158.272,1095.936,1160.078,1445.701,1106.48,434.744,1064.81,1289.231,1062.864226,1078.381044,1009.803387,1126.958033
1995-05-12,2157.647,1095.82,1159.39,1435.255,1107.74,432.643,1074.27,1285.362,1065.511758,1084.546441,1009.543393,1122.763345
1995-05-15,2164.524,1093.835,1158.702,1435.87,1113.31,437.371,1069.92,1284.588,1060.910785,1105.845229,1012.928762,1143.321408
1995-05-16,2172.65,1100.723,1164.55,1437.099,1112.47,430.804,1079.12,1283.427,1062.725963,1116.494357,1012.668768,1141.224065
1995-05-17,2173.9,1100.373,1163.174,1439.925,1108.9,433.431,1070.43,1281.106,1068.562204,1110.328961,1009.281582,1130.734421
1995-05-18,2164.524,1099.322,1170.399,1443.612,1090.62,429.228,1069.92,1274.141,1063.704337,1110.889692,1009.281582,1131.155645
1995-05-19,2165.149,1098.388,1167.303,1448.896,1093.24,422.398,1054.34,1262.92,1056.646314,1115.934156,1006.156207,1128.637078
1995-05-22,2162.023,1101.191,1170.743,1454.303,1103.64,416.356,1074.27,1276.076,1055.824663,1112.010625,1005.114415,1111.855403
1995-05-23,2170.15,1102.475,1172.119,1457.007,1113.52,418.983,1067.88,1279.171,1061.972039,1108.087095,1007.717985,1135.979243
1995-05-24,2187.028,1108.546,1185.893,1457.129,1112.36,420.297,1080.14,1292.713,1066.613966,1087.90924,1009.803387,1159.474172
1995-05-26,2191.408,1109.13,1180.373,1471.385,1100.6,411.103,1055.87,1283.04,1063.729732,1047.554061,1014.232365,1145.418752
1995-05-30,2203.17,1113.801,1184.516,1478.881,1099.86,414.78,1065.83,1281.106,1051.126424,1052.598524,1010.585185,1110.805269
1995-05-31,2204.425,1110.648,1182.445,1486.991,1120.56,404.535,1079.12,1286.523,1056.306065,1058.763921,1009.803387,1113.952747
1995-06-01,2218.24,1113.917,1190.731,1485.64,1121.4,412.153,1084.23,1294.648,1069.379671,1059.324652,1011.626977,1125.4896
1995-06-02,2230.171,1120.464,1199.707,1472.59,1118.03,418.458,1092.4,1296.583,1083.526929,1072.776379,1008.23979,1099.268416
1995-06-06,2229.543,1124.561,1201.779,1489.809,1124.76,411.445,1102.37,1310.899,1085.619808,1068.292647,1010.323374,1112.902612
1995-06-07,2213.844,1119.872,1195.219,1484.984,1120.35,412.1,1091.89,1307.803,1074.768864,1072.216177,1014.752352,1124.860689
1995-06-08,2210.077,1116.351,1186.242,1476.324,1116.99,406.86,1093.17,1308.577,1069.612978,1060.200199,1014.752352,1117.577027
1995-06-09,2189.355,1103.913,1164.837,1478.304,1110.77,396.643,1076.52,1292.326,1062.236547,1054.014663,1018.921337,1140.639032
1995-06-12,2191.239,1098.046,1165.527,1474.098,1118.31,389.57,1088.88,1294.982,1058.484245,1057.731497,1016.57776,1129.172383
1995-06-13,2222.636,1107.081,1177.266,1478.799,1126.64,383.806,1086.1,1293.825,1061.460458,1059.649008,1014.492358,1123.807629
1995-06-14,2220.124,1103.678,1172.778,1472.861,1126.22,385.116,1086.86,1291.708,1061.43469,1066.992046,1017.619552,1115.503085
1995-06-16,2211.961,1100.51,1160.349,1471.005,1133.1,385.64,1090.4,1299.774,1064.074284,1053.435912,1023.090321,1136.055297
1995-06-19,2223.264,1107.551,1168.98,1477.561,1145.08,386.95,1100.52,1312.065,1059.674631,1018.415631,1026.997495,1153.910507
1995-06-20,2218.24,1109.194,1167.254,1478.427,1144.35,384.592,1093.18,1307.072,1059.335631,1015.026333,1024.913911,1148.30589
1995-06-21,2222.636,1107.081,1166.218,1488.077,1143.62,391.665,1096.98,1304.383,1062.511423,986.2191485,1022.568516,1140.621481
1995-06-22,2235.194,1112.949,1176.575,1497.355,1156.95,391.927,1103.81,1317.826,1062.2859,988.4785043,1021.006738,1124.012391
1995-06-23,2230.799,1102.505,1163.111,1501.066,1156.02,399.001,1092.42,1300.926,1059.666165,987.9135329,1021.526725,1123.392256
1995-06-26,2224.519,1098.398,1144.812,1501.685,1142.06,397.429,1093.18,1270.967,1054.208116,996.3859847,1020.744926,1116.74628
1995-06-27,2218.868,1101.332,1144.122,1502.922,1139.87,386.688,1086.1,1275.96,1055.103704,1003.729024,1018.661343,1114.256964
1995-06-28,2225.775,1100.862,1140.669,1497.355,1144.56,385.116,1068.39,1263.285,1055.035595,1015.025803,1012.93058,1095.155633
1995-06-29,2202.542,1093.0,1137.907,1505.272,1142.58,380.4,1068.64,1270.967,1053.312707,991.867273,1014.492358,1107.610988
1995-06-30,2211.333,1089.715,1139.288,1497.108,1139.87,381.186,1065.61,1275.96,1053.870847,982.8298498,1004.59261,1051.556042
1995-07-03,2211.961,1090.888,1141.36,1503.293,1144.87,379.614,1071.17,1283.258,1049.637442,982.8298498,1004.59261,1051.556042
1995-07-05,2215.1,1101.918,1150.682,1509.602,1149.97,388.522,1082.3,1315.522,1063.091032,970.4031278,1003.550819,1054.671343
1995-07-06,2238.334,1096.873,1149.991,1505.272,1162.16,401.097,1075.73,1312.449,1073.367818,981.1349354,1003.550819,1059.860587
1995-07-07,2238.334,1107.903,1165.182,1518.386,1166.74,426.247,1105.07,1340.872,1091.061709,968.143772,1007.457992,1077.50811
1995-07-10,2238.962,1111.658,1168.289,1506.015,1169.14,425.461,1115.19,1337.415,1099.821261,979.4405511,1007.197999,1073.3573
1995-07-11,2229.543,1109.194,1167.599,1500.448,1161.95,435.679,1119.24,1339.72,1091.801343,978.0821816,1007.457992,1074.395734
1995-07-12,2232.055,1110.015,1168.289,1496.737,1175.18,434.893,1121.26,1334.342,1100.732563,985.6827966,1016.619577,1096.817127
1995-07-13,2231.427,1107.785,1163.111,1494.881,1174.97,433.059,1116.71,1328.581,1106.379561,973.0504377,1014.401452,1086.851089
1995-07-14,2222.008,1106.26,1158.277,1481.273,1172.37,434.107,1118.73,1320.899,1105.775814,976.5886642,1015.119615,1091.004824
1995-07-17,2209.449,1107.081,1159.658,1484.366,1177.99,443.276,1123.29,1328.965,1104.545343,971.4366122,1016.145044,1115.918458
1995-07-18,2203.17,1105.791,1156.551,1482.51,1168.52,436.203,1114.43,1320.131,1096.932322,979.4506209,1016.657758,1109.687856
1995-07-19,2182.448,1102.153,1153.098,1486.84,1153.93,430.963,1120.76,1313.985,1081.62208,976.5886642,1012.301505,1082.284905
1995-07-20,2184.331,1098.515,1151.027,1491.17,1158.83,431.749,1112.16,1310.912,1085.995073,959.9877254,1006.921642,1068.788192
1995-07-21,2173.029,1098.985,1149.301,1484.984,1156.95,437.512,1120.5,1314.369,1081.08449,961.1325081,1007.434356,1081.661845
1995-07-24,2181.192,1105.321,1153.444,1482.634,1167.47,434.893,1137.71,1325.508,1079.521945,966.2845601,1009.483395,1078.546544
1995-07-25,2184.331,1106.964,1154.479,1486.963,1173.52,423.627,1137.96,1320.899,1081.014072,969.1465168,1006.408928,1073.3573
1995-07-26,2177.424,1108.607,1162.765,1489.314,1175.08,430.963,1139.73,1330.885,1078.135373,1001.776003,1006.665285,1079.584978
1995-07-27,2186.215,1106.964,1163.456,1492.654,1182.37,435.679,1139.73,1330.501,1078.291143,1001.203612,998.2109546,1067.126698
1995-07-28,2179.936,1106.025,1158.277,1491.293,1175.6,438.036,1127.84,1333.574,1074.544295,997.7687338,997.4418833,1055.709777
1995-07-31,2187.471,1108.255,1160.349,1487.458,1173.2,436.203,1132.14,1334.726,1072.538834,1005.210351,995.1346693,1048.859039
1995-08-01,2179.308,1107.551,1157.587,1487.706,1169.56,428.605,1124.3,1328.581,1072.115864,1013.22436,996.4164549,1071.280433
1995-08-02,2188.099,1115.765,1167.599,1472.613,1165.29,439.084,1143.53,1347.785,1081.497413,1017.804021,996.4164549,1061.937454
1995-08-03,2176.796,1115.53,1166.218,1474.716,1167.58,443.538,1137.2,1337.799,1084.727589,1014.369143,1000.003636,1073.3573
1995-08-04,2182.448,1117.76,1174.159,1471.995,1167.89,439.87,1136.44,1342.792,1087.890252,1013.796751,997.4418833,1072.73424
1995-08-07,2185.587,1118.229,1175.54,1476.819,1169.24,436.727,1140.74,1342.408,1087.597104,1010.361873,998.2109546,1078.546544
1995-08-08,2186.843,1116.821,1175.885,1468.902,1170.49,442.752,1136.7,1336.263,1084.589595,1017.935989,1000.259993,1089.2702
1995-08-09,2183.076,1116.586,1174.159,1469.52,1170.6,439.87,1130.37,1335.494,1084.432836,1018.281013,1000.003636,1089.931288
1995-08-10,2178.052,1118.816,1178.992,1467.17,1163.52,439.608,1136.95,1340.104,1084.632329,1023.933908,999.2345649,1094.21373
1995-08-11,2164.237,1114.591,1172.087,1465.067,1160.81,441.442,1132.9,1335.879,1074.235005,1021.273878,997.4418833,1080.409874
1995-08-14,2166.121,1110.836,1160.003,1469.52,1170.18,441.966,1121.52,1323.203,1065.554124,1000.976245,998.9782078,1109.725883
1995-08-15,2168.005,1106.964,1158.277,1465.067,1166.74,458.209,1136.44,1325.124,1062.237613,999.2362816,1001.541779,1109.111598
1995-08-16,2173.029,1108.372,1163.456,1446.634,1167.89,477.858,1145.55,1337.415,1057.386506,1002.135868,993.8547019,1114.236488
1995-08-17,2168.633,1108.607,1165.182,1449.108,1167.89,477.596,1144.54,1338.951,1057.675611,1008.515381,996.672812,1157.289074
1995-08-18,2169.889,1111.306,1167.599,1447.871,1169.97,473.404,1151.12,1354.699,1058.053742,1015.474706,998.9782078,1180.453459
1995-08-21,2176.168,1116.469,1174.849,1456.407,1164.24,470.26,1151.37,1363.917,1057.163708,1034.612716,998.4673117,1200.338734
1995-08-22,2171.773,1116.351,1174.504,1456.283,1166.43,469.998,1146.31,1363.533,1054.650953,1036.932491,994.3674161,1172.868505
1995-08-23,2168.633,1116.117,1172.087,1458.881,1162.06,465.283,1148.59,1356.236,1057.563828,1043.891816,995.1364874,1169.589395
1995-08-24,2182.448,1115.295,1172.778,1457.149,1164.77,471.57,1144.03,1355.851,1054.117803,1035.772869,993.8547019,1164.874028
1995-08-25,2199.402,1117.525,1176.757,1457.892,1170.91,464.497,1145.55,1360.461,1053.584542,1035.772869,993.5983448,1162.001515
1995-08-29,2198.298,1119.168,1177.017,1457.892,1167.79,475.762,1131.38,1348.938,1045.255128,1033.453094,991.2929489,1147.445892
1995-08-30,2202.707,1118.229,1175.63,1462.345,1169.04,470.522,1143.27,1347.401,1040.281291,1031.71313,988.4748388,1089.632921
1995-08-31,2209.013,1116.234,1172.509,1462.84,1172.58,472.618,1133.66,1333.958,1042.417408,1034.612716,991.2929489,1105.010516
1995-09-01,2215.949,1121.867,1184.299,1468.486,1176.95,475.238,1136.7,1350.858,1045.730141,1046.211591,985.6567287,1096.808352
1995-09-05,2222.255,1127.277,1186.38,1477.514,1186.12,467.711,1148.08,1361.229,1042.365496,1077.528287,984.1185861,1078.359333
1995-09-06,2221.625,1126.894,1188.807,1478.765,1189.87,462.742,1147.07,1370.447,1043.922761,1064.76979,984.3749432,1098.858893
1995-09-07,2216.58,1124.415,1186.727,1486.147,1189.56,464.572,1150.36,1366.222,1044.147733,1059.549899,990.7802347,1117.925122
1995-09-08,2213.427,1125.359,1188.114,1481.017,1194.59,477.113,1147.39,1368.142,1043.329388,1069.40881,987.9621246,1107.675342
1995-09-11,2214.058,1126.658,1188.114,1488.149,1195.62,483.384,1149.41,1365.123,1047.910555,1071.039065,990.5238776,1133.71224
1995-09-12,2224.147,1128.075,1193.662,1492.653,1201.31,482.078,1146.39,1356.799,1047.003362,1080.742688,996.9291691,1138.83713
1995-09-13,2220.363,1133.861,1199.21,1498.784,1207.09,488.349,1166.94,1374.273,1050.622201,1074.872497,994.6237732,1116.284104
1995-09-14,2234.236,1136.105,1200.251,1501.286,1216.8,488.871,1164.19,1367.221,1050.136375,1089.372548,997.9545975,1134.736048
1995-09-18,2221.625,1133.743,1191.581,1504.914,1214.43,478.42,1159.67,1359.787,1051.410127,1091.149611,998.4673117,1140.887671
1995-09-19,2226.039,1136.695,1191.235,1502.662,1218.87,483.123,1167.95,1359.025,1049.019463,1091.742142,997.4418833,1132.071222
1995-09-20,2231.083,1141.301,1194.356,1515.049,1223.52,473.717,1160.68,1367.793,1047.006157,1070.416855,993.3419877,1116.284104
1995-09-21,2216.58,1139.884,1194.356,1515.049,1212.15,471.626,1150.9,1365.505,1046.389791,1040.205722,994.3674161,1131.044489
1995-09-22,2212.797,1129.256,1180.138,1519.052,1213.39,464.31,1111.8,1341.87,1046.615811,1021.84203,989.2439102,1116.693627
1995-09-25,2213.427,1128.784,1178.057,1521.179,1210.81,462.22,1117.57,1344.92,1036.764329,1034.874002,989.7548062,1118.744168
1995-09-26,2210.274,1130.555,1180.485,1522.555,1210.71,467.184,1126.84,1354.831,1030.431463,1026.580688,991.2929489,1126.533884
1995-09-27,2209.013,1120.282,1168.695,1513.422,1209.67,478.159,1106.54,1334.246,1023.833942,1040.797723,990.2675205,1122.435727
1995-09-28,2210.274,1123.824,1168.348,1514.923,1217.42,472.933,1104.29,1334.627,1025.145688,1052.052632,990.0111634,1131.044489
1995-09-29,2224.147,1124.651,1169.042,1516.925,1215.36,466.923,1111.3,1347.969,1032.945038,1039.02066,990.2675205,1124.486268
1995-10-02,2224.778,1128.193,1176.324,1523.181,1208.85,462.481,1110.3,1356.356,1018.51021,1044.94438,985.9112677,1088.19959
1995-10-04,2234.236,1130.909,1179.445,1531.063,1208.54,475.023,1115.81,1362.837,1016.259055,1024.803625,987.9621246,1095.167334
1995-10-05,2238.02,1127.839,1175.977,1522.305,1212.05,476.852,1105.29,1360.931,1023.633744,999.3316801,986.680339,1087.991903
1995-10-06,2238.65,1128.075,1174.59,1515.299,1212.05,483.907,1097.77,1353.688,1029.61252,1008.809527,989.242092,1101.318957
1995-10-11,2236.759,1127.013,1166.614,1508.292,1205.34,468.23,1086.49,1328.909,1018.293442,1025.903358,992.5747345,1115.669819
1995-10-12,2241.173,1128.193,1166.614,1510.67,1213.91,470.32,1090.25,1355.022,1018.495968,1018.106646,991.549306,1106.034324
1995-10-13,2254.415,1134.688,1173.896,1514.423,1215.36,467.968,1113.56,1369.317,1017.813792,1037.940006,990.0111634,1106.443847
1995-10-16,2251.893,1132.444,1169.042,1518.051,1208.95,473.717,1105.79,1367.793,1020.013528,1043.950115,989.2439102,1098.858893
1995-10-17,2253.784,1130.673,1167.654,1516.675,1218.87,467.446,1100.02,1365.696,1021.122095,1044.551126,988.987553,1097.83216
1995-10-18,2248.109,1134.452,1171.816,1507.542,1221.04,469.536,1108.55,1383.041,1022.937765,1040.34405,988.7311959,1099.882701
1995-10-19,2249.37,1136.459,1173.896,1508.292,1227.24,470.581,1097.27,1375.417,1020.398892,1025.919788,983.3495147,1093.116793
1995-10-20,2241.803,1134.924,1166.961,1510.795,1218.35,475.546,1081.23,1360.931,1020.247338,1030.727875,984.1185861,1100.909434
1995-10-23,2238.02,1133.035,1162.106,1508.793,1214.53,475.284,1065.44,1353.306,1014.069452,1034.333941,984.3749432,1099.268416
1995-10-24,2247.479,1133.861,1162.8,1507.667,1217.53,470.581,1065.69,1352.163,1010.384085,1040.945061,984.3749432,1100.292224
1995-10-25,2248.74,1137.994,1176.67,1507.417,1206.58,471.104,1078.72,1357.119,1002.834034,1040.945061,985.1440145,1117.307912
1995-10-26,2241.803,1137.758,1178.751,1522.43,1195.62,464.31,1079.97,1346.826,986.0757315,1056.571344,984.6313003,1114.233563
1995-10-27,2246.848,1137.168,1175.283,1516.925,1205.65,453.859,1063.68,1339.583,990.1016164,1054.1673,983.6058719,1090.656729
1995-10-30,2248.109,1137.994,1178.057,1514.423,1212.26,458.562,1083.23,1343.395,989.2812466,1058.975388,983.3513329,1095.372096
1995-10-31,2250.001,1141.419,1185.34,1519.302,1206.37,461.697,1091.0,1349.876,989.0667945,1060.17741,984.6313003,1098.858893
1995-11-01,2257.568,1144.843,1189.154,1526.809,1215.46,456.994,1099.52,1349.113,981.3920527,1066.187519,983.3513329,1090.042444
1995-11-02,2264.504,1143.662,1192.275,1524.432,1223.93,472.933,1098.27,1347.969,975.8596745,1080.61178,984.3749432,1094.757811
1995-11-06,2260.09,1144.961,1192.969,1525.058,1221.76,470.32,1091.5,1348.351,970.5534503,1064.384486,983.0949758,1081.433682
1995-11-07,2255.676,1144.135,1191.581,1520.303,1215.36,471.365,1094.76,1345.682,970.8941857,1060.77842,990.5238776,1100.292224
1995-11-08,2264.504,1148.385,1198.864,1518.927,1227.55,466.923,1099.52,1356.356,963.9564421,1070.542463,989.4493595,1098.288486
1995-11-09,2259.46,1148.504,1194.009,1523.807,1228.79,465.355,1097.27,1352.925,962.7540267,1071.751904,992.5183723,1104.244123
1995-11-10,2254.415,1148.385,1192.275,1527.185,1228.27,466.662,1094.51,1346.445,954.7159877,1071.509168,1000.439989,1115.023357
1995-11-13,2259.46,1150.983,1194.702,1527.185,1227.13,463.788,1104.03,1350.638,938.8310782,1070.170408,994.312872,1089.545166
1995-11-14,2258.829,1151.219,1196.436,1526.559,1220.01,466.923,1103.53,1354.831,936.353409,1072.002061,989.9766188,1091.364619
1995-11-15,2254.415,1153.227,1198.17,1530.313,1232.09,463.004,1103.78,1368.555,935.9038884,1076.275386,987.1694175,1095.816721
1995-11-16,2262.613,1151.81,1207.533,1519.428,1239.53,470.059,1107.29,1379.991,941.3824959,1089.705913,988.7002876,1088.936732
1995-11-17,2266.396,1152.046,1204.412,1525.683,1242.11,474.239,1102.78,1381.135,948.1820676,1106.799214,992.5274629,1096.825903
1995-11-20,2264.504,1148.74,1201.638,1526.059,1236.43,480.771,1106.04,1383.422,944.5828143,1102.525889,991.5056708,1095.00645
1995-11-21,2260.721,1150.393,1201.984,1529.937,1243.35,479.465,1106.29,1378.085,952.7891664,1097.031462,986.9148785,1082.46334
1995-11-22,2259.46,1153.817,1207.88,1532.565,1240.56,476.852,1100.78,1389.141,959.80444,1096.420911,978.242372,1057.988481
1995-11-24,2263.243,1157.832,1213.431,1539.821,1242.94,476.33,1110.8,1382.66,956.9196146,1096.420911,978.242372,1057.988481
1995-11-27,2267.656,1162.437,1221.951,1542.324,1243.46,485.997,1129.35,1397.908,954.1132694,1122.060863,984.1094954,1067.495269
1995-11-28,2267.971,1160.312,1215.248,1537.194,1256.06,488.61,1126.59,1392.19,958.8568578,1119.008639,992.0165669,1068.100778
1995-11-29,2272.855,1160.666,1218.038,1542.574,1256.37,484.168,1130.1,1393.334,963.5993538,1114.735314,992.7820019,1055.358757
1995-11-30,2284.827,1166.806,1221.874,1539.446,1254.72,490.7,1131.85,1398.29,967.4606402,1109.851438,991.2511318,1065.471054
1995-12-01,2290.498,1170.939,1223.966,1536.693,1256.89,495.926,1136.62,1402.864,978.7362121,1125.113617,988.1912097,1060.413443
1995-12-04,2301.209,1172.477,1223.966,1539.232,1270.32,493.901,1134.86,1401.721,987.7866412,1137.323042,987.9348526,1059.404261
